"";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj"
"TrE1268W";379,727055126062;-6,13992427983614;0,430924987593532;-14,2482437932506;4,59696866740156e-46;4,31907984075053e-44
"TrA0346C";13664,7918908388;-6,13796744489784;0,483826263211627;-12,6863047990701;7,04310826446646e-37;4,08069867167337e-35
"TrA0006W";9,56634236839462;-6,13310186452208;1,32360168552621;-4,63364615774404;3,59280889925914e-06;1,99093538843643e-05
"TrB0439C";40,9011854067633;-6,12335641998794;0,784807284676086;-7,80236949828421;6,07554452171029e-15;9,93132504967345e-14
"TrB0858W";327,868878228269;-6,12041627512837;0,60124542269107;-10,179564025177;2,44655019086776e-24;7,75534101536775e-23
"TrB0798W";3,81781130261721;-6,11226384669266;1,63879004540205;-3,72974186891226;0,000191676034974423;0,000754051063277352
"TrF1189C";79,8795723540036;-6,08140414243036;0,993366118020974;-6,12201687988512;9,23982323749968e-10;8,81629611563441e-09
"TrG0133W";178,227918147412;-6,06434077840627;0,959172161213457;-6,32247371601592;2,57408818831628e-10;2,59875757172802e-09
"TrD0030C";347,344873235983;-6,05442222753494;0,524177251762635;-11,5503337986834;7,35342811186021e-31;3,34886033967642e-29
"TrB0815W";255,620100681709;-6,03736066855434;0,384302929483941;-15,7099001994639;1,29382626108361e-55;1,72991206113346e-53
"TrC0314C";9,49356701553563;-6,02285660047272;1,32716149106721;-4,53814900523489;5,67501566695165e-06;3,03667205698506e-05
"TrD0036W";6601,02729371863;-6,02139675436372;0,461468971783568;-13,0483242049647;6,49605918307224e-39;4,13093909879636e-37
"TrB1936W";196,369369451824;-6,02063669837446;1,140543653841;-5,27874288555183;1,30073168001115e-07;9,08595491683609e-07
"TrD0073C";88,6788015037119;-6,01555705642555;0,938083525030855;-6,41260281831267;1,43055878640921e-10;1,47862215891592e-09
"TrA0967C";494,277038098548;-5,99636470682055;0,5091326970388;-11,7776067844324;5,09182948501533e-32;2,49308402343779e-30
"TrE0431W";64,2083252108193;-5,99555343452721;0,659389997445159;-9,09257564985409;9,67201229378017e-20;2,28211348895551e-18
"TrG1184C";375,269361533102;-5,98788774516081;0,675576551496517;-8,86337415337554;7,76285129689804e-19;1,7188699824915e-17
"TrA0037W";588,405333185485;-5,98682358662436;1,23028469136689;-4,86620993387539;1,13758680593727e-06;6,8617078074724e-06
